Age,Age_Group,Gender,MaritalStatus,Education_Level,Department,JobRole,Job_Satisfaction_Level,Work_Life_Balance_Level,MonthlyIncome,OverTime,OverTime_Flag,YearsAtCompany,Tenure_Group,Attrition,Attrition_Flag,BusinessTravel,DistanceFromHome,Commute_Distance,High_Risk,Long_Without_Promo,Stock_Option_Level,Performance_Rating_Level,EmployeeNumber,EducationField
51,46-55,Male,Married,Master,Research & Development,Manufacturing Director,High,High,6132,No,0,1,0-2 years,No,0,Travel_Rarely,7,Far,0,0,,Good,211,Medical
58,56-65,Female,Married,Bachelor,Research & Development,Research Scientist,Medium,Medium,3346,Yes,1,1,0-2 years,No,0,Travel_Rarely,9,Far,1,0,Low,Outstanding,214,Medical
40,36-45,Male,Married,Master,Sales,Sales Executive,Very High,Medium,10855,No,0,12,10-20 years,No,0,Travel_Rarely,4,Moderate,1,0,Low,Good,215,Marketing
34,26-35,Female,Married,Master,Sales,Sales Representative,High,High,2231,No,0,4,2-5 years,No,0,Travel_Frequently,2,Near,0,0,Low,Good,216,Marketing
22,18-25,Male,Married,Below College,Research & Development,Research Scientist,Very High,High,2323,No,0,2,0-2 years,No,0,Travel_Rarely,19,Very Far,0,0,Medium,Outstanding,217,Medical
27,26-35,Male,Divorced,Bachelor,Research & Development,Research Scientist,Medium,Low,2024,No,0,2,0-2 years,No,0,Non-Travel,9,Far,1,0,Low,Good,218,Medical
28,26-35,Male,Married,Bachelor,Research & Development,Research Scientist,Very High,Low,2713,No,0,5,2-5 years,No,0,Travel_Rarely,21,Very Far,1,0,Low,Good,221,Medical
57,56-65,Male,Divorced,College,Research & Development,Healthcare Representative,Very High,Low,9439,Yes,1,5,2-5 years,No,0,Travel_Rarely,24,Very Far,1,0,Low,Good,223,Life Sciences
27,26-35,Male,Divorced,Bachelor,Research & Development,Research Scientist,High,Medium,2566,Yes,1,1,0-2 years,No,0,Non-Travel,3,Moderate,1,0,Low,Good,224,Medical
50,46-55,Female,Single,Bachelor,Research & Development,Manager,Medium,High,19926,No,0,5,2-5 years,No,0,Travel_Rarely,11,Very Far,1,1,,Good,226,Life Sciences
41,36-45,Male,Divorced,Bachelor,Research & Development,Research Scientist,High,High,2451,No,0,9,5-10 years,No,0,Travel_Rarely,14,Very Far,0,0,Low,Good,227,Life Sciences
30,26-35,Female,Married,Bachelor,Sales,Sales Executive,Very High,High,9419,No,0,10,5-10 years,No,0,Travel_Rarely,5,Moderate,0,1,Low,Good,228,Life Sciences
38,36-45,Female,Single,Master,Sales,Sales Executive,Very High,Very High,8686,No,0,8,5-10 years,No,0,Travel_Rarely,1,Near,0,0,,Outstanding,230,Life Sciences
32,26-35,Male,Single,Doctor,Research & Development,Research Scientist,High,High,3038,No,0,5,2-5 years,No,0,Travel_Rarely,6,Far,0,0,,Outstanding,231,Life Sciences
27,26-35,Male,Married,Bachelor,Research & Development,Research Scientist,Medium,Medium,3058,Yes,1,5,2-5 years,No,0,Travel_Rarely,17,Very Far,1,0,Low,Good,233,Technical Degree
19,18-25,Female,Single,Below College,Sales,Sales Representative,Low,Very High,2325,No,0,0,,Yes,1,Travel_Frequently,1,Near,1,0,,Outstanding,235,Technical Degree
36,36-45,Male,Single,College,Research & Development,Laboratory Technician,Medium,Medium,2088,No,0,8,5-10 years,No,0,Travel_Frequently,3,Moderate,1,1,,Good,238,Medical
30,26-35,Male,Divorced,Bachelor,Research & Development,Laboratory Technician,Low,High,3072,No,0,12,10-20 years,No,0,Non-Travel,9,Far,1,1,Medium,Good,239,Medical
45,36-45,Female,Divorced,College,Sales,Sales Executive,Low,Very High,5006,Yes,1,5,2-5 years,No,0,Travel_Rarely,4,Moderate,1,0,Low,Good,240,Life Sciences
56,56-65,Female,Divorced,Bachelor,Research & Development,Research Scientist,Low,High,4257,Yes,1,2,0-2 years,No,0,Travel_Rarely,8,Far,1,0,Low,Good,241,Life Sciences
33,26-35,Male,Single,Bachelor,Research & Development,Research Scientist,Very High,Very High,2500,No,0,3,2-5 years,No,0,Travel_Rarely,2,Near,0,0,,Good,242,Life Sciences
19,18-25,Male,Single,Bachelor,Research & Development,Laboratory Technician,Very High,Medium,1102,No,0,1,0-2 years,Yes,1,Travel_Rarely,2,Near,1,0,,Outstanding,243,Life Sciences
46,46-55,Female,Divorced,College,Sales,Sales Executive,Low,High,10453,No,0,24,20+ years,No,0,Travel_Rarely,1,Near,1,1,High,Outstanding,244,Marketing
38,36-45,Female,Single,College,Research & Development,Laboratory Technician,Very High,High,2288,No,0,2,0-2 years,No,0,Travel_Rarely,9,Far,0,0,,Good,245,Life Sciences
31,26-35,Female,Married,Below College,Research & Development,Research Scientist,Very High,High,3929,Yes,1,4,2-5 years,No,0,Travel_Rarely,12,Very Far,0,0,Low,Outstanding,246,Medical
34,26-35,Female,Single,College,Research & Development,Research Scientist,Medium,High,2311,No,0,3,2-5 years,No,0,Travel_Rarely,27,Very Far,1,0,,Good,247,Medical
41,36-45,Female,Single,College,Sales,Sales Representative,Medium,Medium,3140,Yes,1,4,2-5 years,Yes,1,Travel_Rarely,20,Very Far,1,0,,Outstanding,248,Marketing
50,46-55,Male,Married,Bachelor,Research & Development,Laboratory Technician,High,Medium,3690,No,0,3,2-5 years,No,0,Travel_Rarely,1,Near,1,0,Low,Good,249,Medical
53,46-55,Female,Divorced,College,Research & Development,Manufacturing Director,Low,High,4450,No,0,4,2-5 years,No,0,Travel_Rarely,13,Very Far,1,0,Medium,Good,250,Medical
33,26-35,Female,Married,Bachelor,Research & Development,Research Scientist,Medium,High,2756,No,0,8,5-10 years,No,0,Travel_Rarely,14,Very Far,1,0,Low,Good,252,Medical
40,36-45,Female,Married,Below College,Research & Development,Manager,High,High,19033,No,0,20,10-20 years,No,0,Travel_Rarely,4,Moderate,0,1,Low,Good,253,Medical
55,46-55,Male,Single,Master,Research & Development,Research Director,Medium,High,18722,No,0,24,20+ years,No,0,Travel_Rarely,14,Very Far,1,0,,Good,254,Medical
34,26-35,Male,Married,Below College,Research & Development,Manufacturing Director,High,Medium,9547,No,0,10,5-10 years,No,0,Travel_Frequently,2,Near,1,0,,Good,256,Life Sciences
51,46-55,Female,Single,Bachelor,Research & Development,Healthcare Representative,Medium,High,13734,No,0,7,5-10 years,No,0,Travel_Rarely,3,Moderate,1,0,,Good,258,Medical
52,46-55,Male,Married,Master,Research & Development,Manager,High,High,19999,No,0,33,20+ years,No,0,Travel_Rarely,1,Near,0,1,Low,Good,259,Life Sciences
27,26-35,Female,Single,Bachelor,Research & Development,Research Scientist,Medium,Medium,2279,No,0,7,5-10 years,No,0,Travel_Rarely,9,Far,1,0,,Good,260,Medical
35,26-35,Male,Married,College,Research & Development,Manufacturing Director,High,High,5916,Yes,1,1,0-2 years,Yes,1,Travel_Rarely,23,Very Far,0,0,,Good,261,Life Sciences
43,36-45,Male,Divorced,Bachelor,Research & Development,Research Scientist,Very High,Very High,2089,No,0,5,2-5 years,No,0,Non-Travel,7,Far,0,0,High,Good,262,Medical
45,36-45,Male,Married,College,Research & Development,Manager,Very High,High,16792,No,0,20,10-20 years,No,0,Non-Travel,2,Near,0,1,Low,Outstanding,264,Medical
37,36-45,Male,Married,Bachelor,Research & Development,Research Scientist,Low,Medium,3564,Yes,1,8,5-10 years,No,0,Travel_Rarely,21,Very Far,1,0,Low,Good,267,Life Sciences
35,26-35,Female,Single,Bachelor,Research & Development,Laboratory Technician,Medium,High,4425,No,0,6,5-10 years,No,0,Travel_Frequently,2,Near,1,0,,Good,269,Medical
42,36-45,Female,Divorced,College,Research & Development,Manufacturing Director,High,High,5265,No,0,5,2-5 years,No,0,Non-Travel,21,Very Far,0,0,Low,Good,270,Medical
38,36-45,Male,Married,Master,Research & Development,Manufacturing Director,High,High,6553,No,0,1,0-2 years,No,0,Travel_Rarely,2,Near,0,0,,Good,271,Life Sciences
38,36-45,Male,Married,Bachelor,Research & Development,Manufacturing Director,Very High,Low,6261,No,0,7,5-10 years,No,0,Travel_Rarely,29,Very Far,1,0,Low,Good,273,Technical Degree
27,26-35,Male,Married,Below College,Research & Development,Manufacturing Director,Low,High,4298,No,0,2,0-2 years,No,0,Travel_Frequently,1,Near,1,0,Low,Good,274,Technical Degree
49,46-55,Male,Divorced,Master,Research & Development,Manufacturing Director,Very High,High,6804,Yes,1,7,5-10 years,No,0,Non-Travel,18,Very Far,0,0,Medium,Good,275,Life Sciences
34,26-35,Male,Divorced,Master,Research & Development,Research Scientist,High,Very High,3815,Yes,1,5,2-5 years,No,0,Travel_Frequently,10,Far,0,0,Low,Good,277,Medical
40,36-45,Male,Married,College,Research & Development,Laboratory Technician,Very High,Very High,2741,Yes,1,7,5-10 years,No,0,Travel_Rarely,19,Very Far,0,1,Low,Good,281,Medical
38,36-45,Male,Married,Below College,Research & Development,Healthcare Representative,Low,High,6673,Yes,1,1,0-2 years,Yes,1,Travel_Rarely,29,Very Far,1,0,,Good,282,Medical
29,26-35,Female,Married,Bachelor,Sales,Sales Executive,Very High,Medium,7639,No,0,10,5-10 years,Yes,1,Travel_Rarely,27,Very Far,1,0,High,Outstanding,283,Marketing
22,18-25,Male,Divorced,Bachelor,Research & Development,Research Scientist,Medium,Medium,2328,Yes,1,4,2-5 years,No,0,Travel_Rarely,5,Moderate,1,0,Low,Good,284,Life Sciences
36,36-45,Female,Single,Below College,Research & Development,Laboratory Technician,Very High,High,2153,No,0,8,5-10 years,No,0,Travel_Frequently,18,Very Far,0,0,,Good,286,Medical
40,36-45,Male,Married,Doctor,Research & Development,Healthcare Representative,Very High,Low,4876,No,0,3,2-5 years,No,0,Non-Travel,9,Far,1,0,Low,Good,287,Life Sciences
46,46-55,Male,Divorced,Master,Research & Development,Healthcare Representative,Low,High,9396,No,0,4,2-5 years,No,0,Travel_Rarely,1,Near,1,0,Low,Good,288,Medical
32,26-35,Male,Married,Master,Sales,Sales Executive,Very High,Medium,10400,No,0,14,10-20 years,Yes,1,Travel_Rarely,4,Moderate,1,1,,Good,291,Medical
30,26-35,Male,Single,Below College,Research & Development,Manufacturing Director,High,High,8474,No,0,11,10-20 years,No,0,Non-Travel,1,Near,0,1,,Outstanding,292,Life Sciences
27,26-35,Female,Single,Bachelor,Sales,Sales Executive,High,High,9981,No,0,7,5-10 years,No,0,Travel_Frequently,20,Very Far,0,0,,Good,293,Life Sciences
51,46-55,Male,Married,Master,Research & Development,Research Director,Medium,Low,12490,No,0,10,5-10 years,No,0,Travel_Rarely,8,Far,1,1,Medium,Good,296,Life Sciences
30,26-35,Female,Single,Bachelor,Research & Development,Research Scientist,Low,High,2657,Yes,1,5,2-5 years,Yes,1,Travel_Rarely,3,Moderate,1,0,,Good,297,Technical Degree
41,36-45,Female,Single,Bachelor,Sales,Manager,Very High,High,13591,Yes,1,1,0-2 years,No,0,Travel_Rarely,6,Far,0,0,,Good,298,Life Sciences
30,26-35,Female,Single,Master,Sales,Sales Executive,Low,Medium,6696,No,0,6,5-10 years,Yes,1,Travel_Frequently,26,Very Far,1,0,,Good,299,Marketing
29,26-35,Male,Single,Bachelor,Research & Development,Research Scientist,High,Medium,2058,No,0,6,5-10 years,Yes,1,Travel_Rarely,1,Near,1,0,,Good,300,Technical Degree
45,36-45,Female,Single,Bachelor,Sales,Sales Executive,Very High,High,8865,No,0,19,10-20 years,No,0,Non-Travel,6,Far,0,1,,Good,302,Medical
54,46-55,Female,Married,Bachelor,Sales,Sales Executive,Low,High,5940,No,0,6,5-10 years,No,0,Travel_Rarely,3,Moderate,1,0,Low,Good,303,Marketing
36,36-45,Male,Single,College,Research & Development,Laboratory Technician,Medium,Very High,5914,No,0,13,10-20 years,No,0,Travel_Rarely,5,Moderate,1,1,,Good,304,Life Sciences
33,26-35,Female,Married,Master,Research & Development,Research Scientist,Medium,High,2622,No,0,3,2-5 years,No,0,Travel_Rarely,4,Moderate,1,0,,Outstanding,305,Medical
37,36-45,Male,Divorced,Bachelor,Research & Development,Research Director,Very High,High,12185,Yes,1,10,5-10 years,No,0,Travel_Frequently,11,Very Far,0,0,High,Good,306,Other
38,36-45,Male,Divorced,Bachelor,Sales,Sales Executive,High,Medium,10609,No,0,16,10-20 years,No,0,Travel_Rarely,3,Moderate,1,1,Medium,Good,307,Life Sciences
31,26-35,Male,Married,Master,Research & Development,Manufacturing Director,High,High,4345,No,0,5,2-5 years,No,0,Non-Travel,1,Near,0,0,Low,Good,308,Medical
59,56-65,Male,Married,Bachelor,Research & Development,Research Scientist,Very High,High,2177,No,0,1,0-2 years,No,0,Travel_Rarely,3,Moderate,0,0,Low,Good,309,Life Sciences
37,36-45,Male,Divorced,Master,Sales,Sales Representative,Very High,High,2793,No,0,9,5-10 years,No,0,Travel_Frequently,4,Moderate,0,1,Low,Good,311,Marketing
29,26-35,Female,Married,Below College,Sales,Sales Executive,Very High,High,7918,No,0,11,10-20 years,No,0,Travel_Frequently,1,Near,0,1,Low,Good,312,Medical
35,26-35,Female,Single,Bachelor,Sales,Sales Executive,High,Very High,8789,No,0,10,5-10 years,No,0,Travel_Frequently,1,Near,0,0,,Good,314,Marketing
29,26-35,Male,Single,Below College,Research & Development,Research Scientist,Very High,Medium,2389,Yes,1,4,2-5 years,Yes,1,Travel_Rarely,18,Very Far,1,0,,Good,315,Medical
52,46-55,Female,Single,Bachelor,Research & Development,Laboratory Technician,Very High,Medium,3212,No,0,2,0-2 years,No,0,Travel_Rarely,2,Near,1,0,,Good,316,Life Sciences
42,36-45,Male,Married,College,Research & Development,Manager,Very High,High,19232,No,0,22,20+ years,No,0,Travel_Rarely,4,Moderate,0,1,,Good,319,Technical Degree
59,56-65,Male,Married,College,Human Resources,Human Resources,High,Medium,2267,No,0,2,0-2 years,No,0,Travel_Rarely,6,Far,1,0,,Good,321,Medical
50,46-55,Female,Divorced,Master,Sales,Manager,Very High,Medium,19517,No,0,7,5-10 years,No,0,Travel_Rarely,1,Near,1,0,Low,Good,323,Medical
33,26-35,Male,Married,Bachelor,Research & Development,Laboratory Technician,Very High,Low,2436,Yes,1,5,2-5 years,Yes,1,Travel_Rarely,14,Very Far,1,0,Low,Good,325,Medical
43,36-45,Female,Married,Bachelor,Sales,Manager,Very High,High,16064,Yes,1,17,10-20 years,No,0,Travel_Rarely,16,Very Far,0,0,Low,Outstanding,327,Marketing
33,26-35,Female,Married,College,Research & Development,Laboratory Technician,Low,Very High,2707,No,0,9,5-10 years,Yes,1,Travel_Rarely,2,Near,1,0,,Outstanding,328,Life Sciences
52,46-55,Male,Single,Master,Sales,Manager,High,Very High,19068,Yes,1,33,20+ years,No,0,Non-Travel,2,Near,0,1,,Good,329,Life Sciences
32,26-35,Female,Married,College,Sales,Sales Representative,Medium,High,3931,No,0,4,2-5 years,No,0,Travel_Rarely,4,Moderate,1,0,Low,Good,330,Life Sciences
32,26-35,Male,Single,Bachelor,Research & Development,Laboratory Technician,High,Low,3730,Yes,1,3,2-5 years,Yes,1,Travel_Rarely,1,Near,1,0,,Good,331,Life Sciences
39,36-45,Female,Divorced,Master,Research & Development,Laboratory Technician,High,High,2232,No,0,3,2-5 years,No,0,Travel_Rarely,1,Near,0,0,High,Good,332,Medical
32,26-35,Male,Married,Master,Sales,Sales Executive,Very High,High,4465,No,0,3,2-5 years,No,0,Non-Travel,26,Very Far,0,0,,Good,333,Marketing
41,36-45,Male,Divorced,College,Research & Development,Research Scientist,Low,Medium,3072,No,0,1,0-2 years,No,0,Travel_Rarely,19,Very Far,1,0,Medium,Good,334,Life Sciences
40,36-45,Male,Divorced,College,Research & Development,Research Scientist,Very High,High,3319,No,0,9,5-10 years,No,0,Travel_Rarely,24,Very Far,0,1,Medium,Good,335,Technical Degree
45,36-45,Male,Married,Bachelor,Research & Development,Manager,Very High,High,19202,No,0,24,20+ years,No,0,Travel_Rarely,1,Near,0,0,Low,Good,336,Other
31,26-35,Male,Divorced,Master,Research & Development,Research Director,High,High,13675,No,0,2,0-2 years,No,0,Travel_Frequently,3,Moderate,0,0,Low,Good,337,Medical
33,26-35,Female,Married,Master,Research & Development,Research Scientist,Very High,Medium,2911,No,0,2,0-2 years,No,0,Travel_Rarely,5,Moderate,1,0,Low,Good,338,Life Sciences
34,26-35,Male,Married,Master,Research & Development,Manufacturing Director,Low,High,5957,No,0,11,10-20 years,No,0,Travel_Rarely,2,Near,1,1,Low,Good,339,Life Sciences
37,36-45,Female,Married,College,Research & Development,Research Scientist,Low,Medium,3920,No,0,3,2-5 years,No,0,Travel_Rarely,1,Near,1,0,Low,Good,340,Medical
45,36-45,Male,Married,Master,Research & Development,Manufacturing Director,High,High,6434,No,0,3,2-5 years,No,0,Travel_Frequently,7,Far,0,0,Low,Good,341,Life Sciences
37,36-45,Male,Divorced,Bachelor,Research & Development,Manufacturing Director,High,High,10048,No,0,1,0-2 years,Yes,1,Travel_Frequently,10,Far,0,0,Medium,Good,342,Medical
39,36-45,Female,Single,Master,Research & Development,Healthcare Representative,High,High,10938,No,0,19,10-20 years,No,0,Travel_Frequently,2,Near,0,1,,Outstanding,343,Technical Degree
29,26-35,Male,Single,Bachelor,Research & Development,Research Scientist,Very High,High,2340,No,0,6,5-10 years,No,0,Travel_Rarely,15,Very Far,0,0,,Good,346,Life Sciences
42,36-45,Female,Single,College,Research & Development,Research Scientist,Low,High,6545,Yes,1,3,2-5 years,No,0,Travel_Rarely,17,Very Far,1,0,,Good,347,Life Sciences
29,26-35,Male,Divorced,College,Sales,Sales Executive,Very High,High,6931,No,0,3,2-5 years,No,0,Travel_Rarely,20,Very Far,0,0,Low,Good,349,Marketing
25,18-25,Female,Married,Bachelor,Research & Development,Manufacturing Director,High,High,4898,No,0,4,2-5 years,No,0,Travel_Rarely,1,Near,0,0,Medium,Good,350,Life Sciences
42,36-45,Female,Divorced,Bachelor,Research & Development,Laboratory Technician,Low,High,2593,Yes,1,9,5-10 years,No,0,Travel_Rarely,2,Near,1,1,Low,Good,351,Medical
40,36-45,Male,Divorced,College,Research & Development,Research Director,High,High,19436,No,0,21,20+ years,No,0,Travel_Rarely,2,Near,0,1,Low,Good,352,Medical
51,46-55,Male,Married,Bachelor,Research & Development,Research Scientist,Very High,Medium,2723,No,0,1,0-2 years,No,0,Travel_Rarely,1,Near,1,0,,Good,353,Life Sciences
31,26-35,Male,Single,College,Research & Development,Laboratory Technician,Medium,Very High,3479,No,0,5,2-5 years,Yes,1,Travel_Frequently,29,Very Far,1,0,,Good,355,Medical
32,26-35,Male,Married,Bachelor,Research & Development,Laboratory Technician,Medium,Low,2794,No,0,5,2-5 years,No,0,Travel_Frequently,7,Far,1,0,,Outstanding,359,Life Sciences
38,36-45,Male,Married,College,Sales,Sales Executive,Very High,High,5249,No,0,8,5-10 years,No,0,Non-Travel,2,Near,0,1,Low,Good,361,Life Sciences
32,26-35,Male,Single,Below College,Research & Development,Laboratory Technician,Low,High,2176,No,0,6,5-10 years,No,0,Travel_Rarely,2,Near,1,0,,Good,362,Technical Degree
46,46-55,Female,Married,Bachelor,Sales,Manager,Medium,Medium,16872,Yes,1,7,5-10 years,No,0,Travel_Rarely,2,Near,1,1,Low,Good,363,Technical Degree
28,26-35,Male,Single,Master,Research & Development,Laboratory Technician,High,Low,3485,No,0,0,,Yes,1,Travel_Rarely,2,Near,1,0,,Good,364,Life Sciences
29,26-35,Male,Married,Bachelor,Sales,Sales Executive,Medium,High,6644,No,0,0,,No,0,Travel_Rarely,2,Near,1,0,Medium,Good,366,Medical
31,26-35,Male,Married,Bachelor,Research & Development,Healthcare Representative,Very High,High,5582,No,0,9,5-10 years,No,0,Travel_Rarely,23,Very Far,0,1,Low,Outstanding,367,Medical
25,18-25,Male,Divorced,College,Research & Development,Healthcare Representative,Low,High,4000,No,0,6,5-10 years,No,0,Non-Travel,5,Moderate,1,0,Medium,Good,369,Life Sciences
45,36-45,Male,Married,College,Research & Development,Healthcare Representative,Very High,High,13496,Yes,1,20,10-20 years,No,0,Travel_Rarely,20,Very Far,0,1,,Good,372,Medical
36,36-45,Male,Married,Bachelor,Research & Development,Laboratory Technician,Very High,High,3210,No,0,15,10-20 years,No,0,Travel_Rarely,6,Far,0,1,Low,Good,373,Life Sciences
55,46-55,Male,Single,Bachelor,Research & Development,Manager,Low,High,19045,Yes,1,36,20+ years,No,0,Travel_Rarely,1,Near,1,1,,Good,374,Medical
47,46-55,Male,Married,Master,Research & Development,Manager,Medium,Medium,11849,Yes,1,10,5-10 years,Yes,1,Non-Travel,29,Very Far,1,1,Low,Good,376,Life Sciences
28,26-35,Male,Married,Bachelor,Research & Development,Research Scientist,Very High,Medium,2070,No,0,5,2-5 years,No,0,Travel_Rarely,9,Far,1,0,Low,Outstanding,377,Medical
37,36-45,Male,Married,Master,Sales,Sales Executive,Very High,Very High,6502,No,0,5,2-5 years,No,0,Travel_Rarely,6,Far,0,0,Low,Good,378,Medical
21,18-25,Male,Single,College,Research & Development,Research Scientist,High,Very High,3230,No,0,3,2-5 years,No,0,Travel_Rarely,3,Moderate,0,0,,Good,379,Medical
